ticker,code,date,summary_gpt,sentiment_gpt,category_gpt,url
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in net profit for Q4FY25, with a book value per share of ₹792, reflecting a 21% YoY growth, supported by strong subsidiary performances and increased advances and deposits. The bank maintains a leading market position in various financial sectors, including retail banking, broking, and asset management, with a stable asset quality profile and strategic growth initiatives.",70,Financial,https://www.bseindia.com/xml-data/corpfiling/AttachLive/72de03c4-4295-41fa-b09f-59e037204d44.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in net profit for Q4FY25, with a book value per share of ₹792, reflecting a 21% YoY growth, supported by strong subsidiary performances and increased advances and deposits. The bank maintains a leading market position in various financial sectors, including retail banking, broking, and asset management, with a stable asset quality profile and strategic growth initiatives.",70,Financial,https://www.bseindia.com/xml-data/corpfiling/AttachLive/72de03c4-4295-41fa-b09f-59e037204d44.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has released the audio recording of its earnings conference call for the financial year ended March 31, 2025, which is accessible on its official website. The filing primarily informs stakeholders about the availability of the recording and requests dissemination.",0,Earnings,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9b38cfb6-11b3-4739-8a01-2d7ad5d1aa21.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has released the audio recording of its earnings conference call for the financial year ended March 31, 2025, which is accessible on its official website. The filing primarily informs stakeholders about the availability of the recording and requests dissemination.",0,Earnings,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9b38cfb6-11b3-4739-8a01-2d7ad5d1aa21.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has updated and disclosed its list of Key Managerial Personnel responsible for determining materiality of events and disclosures to stock exchanges, including senior executives like the MD & CEO, Deputy MD, Whole-time Director, CFO, and Company Secretary. The update is part of compliance with SEBI regulations and is publicly available on the bank's website.",0,Regulatory,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4d85d189-a489-4b1d-8912-9d3d108df2fe.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has updated and disclosed its list of Key Managerial Personnel responsible for determining materiality of events and disclosures to stock exchanges, including senior executives like the MD & CEO, Deputy MD, Whole-time Director, CFO, and Company Secretary. The update is part of compliance with SEBI regulations and is publicly available on the bank's website.",0,Regulatory,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4d85d189-a489-4b1d-8912-9d3d108df2fe.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in PAT for Q4FY25, with strong growth in subsidiaries and a focus on asset quality, capital reserves, and market share. The bank continues to expand its customer base, assets, and market presence, maintaining a bullish outlook on its financial performance.",70,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/134c2596-8055-4061-a74e-a6e996f86036.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in PAT for Q4FY25, with strong growth in subsidiaries and a focus on asset quality, capital reserves, and market share. The bank continues to expand its customer base, assets, and market presence, maintaining a bullish outlook on its financial performance.",70,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/134c2596-8055-4061-a74e-a6e996f86036.pdf
KOTAKBANK,500247,2025-05-03,"The filing discloses related party transactions for Kotak Mahindra Bank Limited for the half-year ending March 31, 2025, primarily involving investments in equity shares across various subsidiaries and associates. The total transaction value during the period reflects significant investments in subsidiaries such as Kotak Mahindra Life Insurance and others.",20,Disclosure,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b14bfe7b-ddc2-4d2a-b949-e98c797e348d.pdf
KOTAKBANK,500247,2025-05-03,"The filing discloses related party transactions for Kotak Mahindra Bank Limited for the half-year ending March 31, 2025, primarily involving investments in equity shares across various subsidiaries and associates. The total transaction value during the period reflects significant investments in subsidiaries such as Kotak Mahindra Life Insurance and others.",20,Disclosure,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b14bfe7b-ddc2-4d2a-b949-e98c797e348d.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 21% increase in consolidated PAT for FY25 at ₹22,126 crore, driven by growth across its subsidiaries and a significant gain from divestment. The bank's assets under management and customer assets also saw substantial year-on-year growth, reflecting strong financial performance.",80,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2a283a8c-9c79-47a1-9282-140aa41a26ee.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 21% increase in consolidated PAT for FY25 at ₹22,126 crore, driven by growth across its subsidiaries and a significant gain from divestment. The bank's assets under management and customer assets also saw substantial year-on-year growth, reflecting strong financial performance.",80,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2a283a8c-9c79-47a1-9282-140aa41a26ee.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank's board has recommended a dividend of Rs. 2.50 per share for the financial year ending March 31, 2025, pending shareholder approval at the upcoming AGM. The dividend payout details, including record date and AGM, will be announced later.",20,Dividend,https://www.bseindia.com/xml-data/corpfiling/AttachLive/44337c08-0f5d-467b-9592-163d09178578.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank's board has recommended a dividend of Rs. 2.50 per share for the financial year ending March 31, 2025, pending shareholder approval at the upcoming AGM. The dividend payout details, including record date and AGM, will be announced later.",20,Dividend,https://www.bseindia.com/xml-data/corpfiling/AttachLive/44337c08-0f5d-467b-9592-163d09178578.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank Ltd. announced its audited consolidated and standalone financial results for FY2025, with the auditors providing an unmodified opinion, indicating strong financial health. The results were reviewed and approved by the Board of Directors, reflecting stable performance for the year.",20,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/af27f662-61b2-4dab-8e98-ffac19ad75a8.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank Ltd. announced its audited consolidated and standalone financial results for FY2025, with the auditors providing an unmodified opinion, indicating strong financial health. The results were reviewed and approved by the Board of Directors, reflecting stable performance for the year.",20,Financials,https://www.bseindia.com/xml-data/corpfiling/AttachLive/af27f662-61b2-4dab-8e98-ffac19ad75a8.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in net profit for Q4FY25, with a book value per share of ₹792, reflecting a 21% YoY growth, supported by strong subsidiary performances and increased advances and deposits. The bank maintains a leading market position in various financial sectors, including retail banking, broking, and asset management, with a stable asset quality profile and strategic growth indicators.",70,Financial,https://www.bseindia.com/xml-data/corpfiling/AttachLive/72de03c4-4295-41fa-b09f-59e037204d44.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank reported a 5% QoQ increase in net profit for Q4FY25, with a book value per share of ₹792, reflecting a 21% YoY growth, supported by strong subsidiary performances and increased advances and deposits. The bank maintains a leading market position in various financial sectors, including retail banking, broking, and asset management, with a stable asset quality profile and strategic growth indicators.",70,Financial,https://www.bseindia.com/xml-data/corpfiling/AttachLive/72de03c4-4295-41fa-b09f-59e037204d44.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has released the audio recording of its earnings conference call for the financial year ended March 31, 2025, which is now available on its official website. The filing primarily informs stakeholders about the availability of the recording and requests dissemination.",0,Earnings,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9b38cfb6-11b3-4739-8a01-2d7ad5d1aa21.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has released the audio recording of its earnings conference call for the financial year ended March 31, 2025, which is now available on its official website. The filing primarily informs stakeholders about the availability of the recording and requests dissemination.",0,Earnings,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9b38cfb6-11b3-4739-8a01-2d7ad5d1aa21.pdf
KOTAKBANK,500247,2025-05-03,"Kotak Mahindra Bank has updated and disclosed its list of Key Managerial Personnel responsible for determining materiality of events and disclosures to stock exchanges, in compliance with SEBI regulations. The update includes senior executives such as the MD & CEO, Deputy MD, Whole-time Director, CFO, and Company Secretary.",0,Corporate Governance,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4d85d189-a489-4b1d-8912-9d3d108df2fe.pdf
